odds_id,event_name,event_date,fighter1_name,fighter2_name,fighter1_odds,fighter2_odds,last_updated
1074,UFC Fight Night 48: Bisping vs. Le,August 23rd,Ning Guangyou,Yang Jianping,+190,-240,2017-12-06 09:05:52.3789
1075,UFC Fight Night 48: Bisping vs. Le,August 23rd,Alberto Mina,Shinsho Anzai,-250,+195,2017-12-06 09:05:52.439681
1076,UFC Fight Night 48: Bisping vs. Le,August 23rd,Danny Mitchell,Wang Sai,-205,+165,2017-12-06 09:05:52.496728
1077,UFC Fight Night 48: Bisping vs. Le,August 23rd,Roland Delorme,Yuta Sasaki,+130,-160,2017-12-06 09:05:52.547031
1078,UFC Fight Night 48: Bisping vs. Le,August 23rd,Colby Covington,Wang Anying,-550,+375,2017-12-06 09:05:52.601338
1079,UFC Fight Night 48: Bisping vs. Le,August 23rd,Elizabeth Phillips,Milana Dudieva,+130,-160,2017-12-06 09:05:52.663252
1080,UFC Fight Night 48: Bisping vs. Le,August 23rd,Royston Wee,Yao Zhikui,-250,+195,2017-12-06 09:05:52.720069
1081,UFC Fight Night 34: Saffiedine vs. Lim,January 4th,Hyun Gyu Lim,Tarec Saffiedine,+195,-250,2017-12-06 09:05:58.792635
1082,UFC Fight Night 34: Saffiedine vs. Lim,January 4th,Sean Soriano,Tatsuya Kawajiri,-110,-120,2017-12-06 09:05:58.829889
1083,UFC Fight Night 34: Saffiedine vs. Lim,January 4th,Max Holloway,Will Chope,-280,+220,2017-12-06 09:05:58.872714
1084,UFC Fight Night 34: Saffiedine vs. Lim,January 4th,David Galera,Royston Wee,-205,+165,2017-12-06 09:05:58.914625
1085,UFC Fight Night 34: Saffiedine vs. Lim,January 4th,Katsunori Kikuno,Quinn Mulhern,-170,+140,2017-12-06 09:05:58.951109
1086,UFC Fight Night 34: Saffiedine vs. Lim,January 4th,Mairbek Taisumov,Tae Hyun Bang,-400,+300,2017-12-06 09:05:58.995858
1087,UFC Fight Night 34: Saffiedine vs. Lim,January 4th,Dustin Kimura,Jon Delos Reyes,-400,+300,2017-12-06 09:05:59.032901
1088,UFC Fight Night 34: Saffiedine vs. Lim,January 4th,Leandro Issa,Russell Doane,-130,+100,2017-12-06 09:05:59.071411
1089,UFC Fight Night 34: Saffiedine vs. Lim,January 4th,Kyung Ho Kang,Shunichi Shimizu,-360,+270,2017-12-06 09:05:59.108592
1090,UFC Fight Night 112: Chiesa vs. Lee,June 25th,Kevin Lee,Michael Chiesa,-150,+120,2017-12-06 09:06:05.092081
1091,UFC Fight Night 112: Chiesa vs. Lee,June 25th,Johny Hendricks,Tim Boetsch,-155,+125,2017-12-06 09:06:05.215672
1092,UFC Fight Night 112: Chiesa vs. Lee,June 25th,Felice Herrig,Justine Kish,+140,-170,2017-12-06 09:06:05.339826
1093,UFC Fight Night 112: Chiesa vs. Lee,June 25th,Dominick Reyes,Joachim Christensen,-340,+260,2017-12-06 09:06:05.468608
1094,UFC Fight Night 112: Chiesa vs. Lee,June 25th,Alex Garcia,Tim Means,+230,-300,2017-12-06 09:06:05.600037
1095,UFC Fight Night 112: Chiesa vs. Lee,June 25th,B.J. Penn,Dennis Siver,+105,-135,2017-12-06 09:06:05.730905
1096,UFC Fight Night 112: Chiesa vs. Lee,June 25th,Clay Guida,Erik Koch,+265,-350,2017-12-06 09:06:05.859364
1097,UFC Fight Night 112: Chiesa vs. Lee,June 25th,Marvin Vettori,Vitor Miranda,-360,+270,2017-12-06 09:06:05.985939
1098,UFC Fight Night 112: Chiesa vs. Lee,June 25th,Carla Esparza,Maryna Moroz,-200,+160,2017-12-06 09:06:06.109101
1099,UFC Fight Night 112: Chiesa vs. Lee,June 25th,Darrell Horcher,Devin Powell,-450,+325,2017-12-06 09:06:06.243716
1100,UFC Fight Night 112: Chiesa vs. Lee,June 25th,Jared Gordon,Michel Quinones,-140,+110,2017-12-06 09:06:06.377592
1101,UFC Fight Night 112: Chiesa vs. Lee,June 25th,Johnny Case,Tony Martin,+110,-140,2017-12-06 09:06:06.511784
1102,UFC Fight Night 112: Chiesa vs. Lee,June 25th,Jeremy Kimball,Josh Stansbury,+135,-165,2017-12-06 09:06:06.642528
1103,UFC Fight Night 19,September 16th,Melvin Guillard,Nate Diaz,+210,-260,2017-12-06 09:06:11.025284
1104,UFC Fight Night 19,September 16th,Gray Maynard,Roger Huerta,-295,+235,2017-12-06 09:06:11.03887
1105,UFC Fight Night 19,September 16th,Brian Stann,Steve Cantwell,+275,-350,2017-12-06 09:06:11.051916
1106,UFC Fight Night 19,September 16th,Nate Quarry,Tim Credeur,-275,+215,2017-12-06 09:06:11.064246
1107,UFC Fight Night 19,September 16th,Carlos Condit,Jake Ellenberger,-550,+350,2017-12-06 09:06:11.0765
1108,UFC Fight Night 19,September 16th,Chris Wilson,Mike Pyle,+110,-140,2017-12-06 09:06:11.092309
1109,UFC Fight Night 19,September 16th,Brock Larson,Mike Pierce,-600,+400,2017-12-06 09:06:11.104766
1110,UFC Fight Night 19,September 16th,Jeremy Stephens,Justin Buchholz,-260,+200,2017-12-06 09:06:11.117701
1111,UFC Fight Night 19,September 16th,Ryan Jensen,Steve Steinbeiss,-170,+140,2017-12-06 09:06:11.131204
1112,UFC Fight Night 19,September 16th,C.B. Dollaway,Jay Silva,-350,+275,2017-12-06 09:06:11.143621
1113,UFC Fight Night 31: Fight For The Troops III,November 6th,Rafael Natal,Tim Kennedy,+300,-400,2017-12-06 09:06:34.338831
1114,UFC Fight Night 31: Fight For The Troops III,November 6th,Jorge Masvidal,Rustam Khabilov,+120,-150,2017-12-06 09:06:34.440584
1115,UFC Fight Night 31: Fight For The Troops III,November 6th,Colton Smith,Michael Chiesa,+115,-145,2017-12-06 09:06:34.544968
1116,UFC Fight Night 31: Fight For The Troops III,November 6th,Ronny Markes,Yoel Romero,+150,-185,2017-12-06 09:06:34.641469
1117,UFC Fight Night 31: Fight For The Troops III,November 6th,Alexis Davis,Liz Carmouche,+170,-210,2017-12-06 09:06:34.744418
1118,UFC Fight Night 31: Fight For The Troops III,November 6th,Dennis Bermudez,Steven Siler,-205,+165,2017-12-06 09:06:34.843107
1119,UFC Fight Night 31: Fight For The Troops III,November 6th,Bobby Green,James Krause,-110,-120,2017-12-06 09:06:34.942665
1120,UFC Fight Night 31: Fight For The Troops III,November 6th,Francisco Rivera,George Roop,-150,+120,2017-12-06 09:06:35.038923
1121,UFC Fight Night 31: Fight For The Troops III,November 6th,Chris Camozzi,Lorenz Larkin,+350,-500,2017-12-06 09:06:35.13682
1122,UFC Fight Night 31: Fight For The Troops III,November 6th,Yancy Medeiros,Yves Edwards,-260,+200,2017-12-06 09:06:35.233709
1123,UFC Fight Night 31: Fight For The Troops III,November 6th,Neil Magny,Seth Baczynski,-145,+115,2017-12-06 09:06:35.340502
1124,UFC Fight Night 31: Fight For The Troops III,November 6th,Brian Houston,Derek Brunson,+150,-185,2017-12-06 09:06:35.441282
1125,UFC Fight Night 31: Fight For The Troops III,November 6th,Amanda Nunes,Germaine De Randamie,+110,-140,2017-12-06 09:06:35.544751
1126,UFC Fight Night 23: Fight For The Troops II,January 22nd,Evan Dunham,Melvin Guillard,-210,+170,2017-12-06 09:06:38.922975
1127,UFC Fight Night 23: Fight For The Troops II,January 22nd,George Roop,Mark Hominick,+210,-270,2017-12-06 09:06:38.937682
1128,UFC Fight Night 23: Fight For The Troops II,January 22nd,Matt Mitrione,Tim Hague,-250,+190,2017-12-06 09:06:38.95145
1129,UFC Fight Night 23: Fight For The Troops II,January 22nd,Joey Beltran,Pat Barry,+150,-200,2017-12-06 09:06:38.965734
1130,UFC Fight Night 23: Fight For The Troops II,January 22nd,Cole Miller,Matt Wiman,-170,+140,2017-12-06 09:06:38.980755
1131,UFC Fight Night 23: Fight For The Troops II,January 22nd,Cody McKenzie,Yves Edwards,+240,-300,2017-12-06 09:06:38.9948
1132,UFC Fight Night 23: Fight For The Troops II,January 22nd,Damarques Johnson,Mike Guymon,-140,+110,2017-12-06 09:06:39.01034
1133,UFC Fight Night 23: Fight For The Troops II,January 22nd,Chris Caraiso,Will Campuzano,-105,-125,2017-12-06 09:06:39.024604
1134,UFC Fight Night 23: Fight For The Troops II,January 22nd,Waylon Lowe,Willamy Freire,-105,-125,2017-12-06 09:06:39.039182
1135,UFC Fight Night 23: Fight For The Troops II,January 22nd,Amilcar Alves,Charlie Brenneman,+160,-200,2017-12-06 09:06:39.052434
1136,UFC Fight Night 23: Fight For The Troops II,January 22nd,Mike Brown,Rani Yahya,-500,+300,2017-12-06 09:06:39.069131
1137,UFC Fight Night 16: Fight For The Troops,December 10th,Josh Koscheck,Yoshiyuki Yoshida,-325,+250,2017-12-06 09:06:44.704188
1138,UFC Fight Night 16: Fight For The Troops,December 10th,Jonathan Goulet,Mike Swick,+400,-600,2017-12-06 09:06:44.717555
1139,UFC Fight Night 16: Fight For The Troops,December 10th,Razak Al-Hussan,Steve Cantwell,+230,-290,2017-12-06 09:06:44.729616
1140,UFC Fight Night 16: Fight For The Troops,December 10th,Nate Loughran,Tim Credeur,-105,-125,2017-12-06 09:06:44.741623
1141,UFC Fight Night 16: Fight For The Troops,December 10th,Jim Miller,Matt Wiman,-130,+100,2017-12-06 09:06:44.755115
1142,UFC Fight Night 16: Fight For The Troops,December 10th,Brodie Farber,Luigi Fioravanti,+275,-350,2017-12-06 09:06:44.770476
1143,UFC Fight Night 16: Fight For The Troops,December 10th,Johnny Rees,Steve Bruno,-125,-105,2017-12-06 09:06:44.784528
1144,UFC Fight Night 16: Fight For The Troops,December 10th,Ben Saunders,Brandon Wolff,-450,+275,2017-12-06 09:06:44.797285
1145,UFC Fight Night 16: Fight For The Troops,December 10th,Corey Hill,Dale Hartt,-325,+250,2017-12-06 09:06:44.809461
1146,UFC Fight Night 16: Fight For The Troops,December 10th,Eddie Sanchez,Justin McCully,-175,+145,2017-12-06 09:06:44.821628
1147,UFC Fight Night 57: Edgar vs. Swanson,November 22nd,Cub Swanson,Frankie Edgar,+150,-185,2017-12-06 09:06:52.285421
1148,UFC Fight Night 57: Edgar vs. Swanson,November 22nd,Bobby Green,Edson Barboza,+130,-160,2017-12-06 09:06:52.388041
1149,UFC Fight Night 57: Edgar vs. Swanson,November 22nd,Brad Pickett,Chico Camus,-190,+155,2017-12-06 09:06:52.487513
1150,UFC Fight Night 57: Edgar vs. Swanson,November 22nd,Jared Rosholt,Oleksiy Oliynyk,-400,+300,2017-12-06 09:06:52.583241
1151,UFC Fight Night 57: Edgar vs. Swanson,November 22nd,Dustin Ortiz,Joseph Benavidez,+350,-500,2017-12-06 09:06:52.682511
1152,UFC Fight Night 57: Edgar vs. Swanson,November 22nd,Isaac Vallie-Flagg,Matt Wiman,+160,-200,2017-12-06 09:06:52.783113
1153,UFC Fight Night 57: Edgar vs. Swanson,November 22nd,Josh Copeland,Ruslan Magomedov,+170,-210,2017-12-06 09:06:52.886728
1154,UFC Fight Night 57: Edgar vs. Swanson,November 22nd,Luke Barnatt,Roger Narvaez,-450,+325,2017-12-06 09:06:52.97895
1155,UFC Fight Night 57: Edgar vs. Swanson,November 22nd,James Vick,Nick Hein,-285,+225,2017-12-06 09:06:53.076039
1156,UFC Fight Night 57: Edgar vs. Swanson,November 22nd,Akbarh Arreola,Yves Edwards,+210,-270,2017-12-06 09:06:53.172784
1157,UFC Fight Night 57: Edgar vs. Swanson,November 22nd,Kailin Curran,Paige Vanzant,-115,-115,2017-12-06 09:06:53.263089
1158,UFC Fight Night 57: Edgar vs. Swanson,November 22nd,Doo Ho Choi,Juan Puig,-450,+325,2017-12-06 09:06:53.364742
1159,UFC Fight Night 44: Swanson vs. Stephens,June 28th,Cub Swanson,Jeremy Stephens,-230,+180,2017-12-06 09:06:55.951887
1160,UFC Fight Night 44: Swanson vs. Stephens,June 28th,Kelvin Gastelum,Nicholas Musoke,-310,+240,2017-12-06 09:06:56.011438
1161,UFC Fight Night 44: Swanson vs. Stephens,June 28th,Andrew Craig,Cezar Ferreira,+245,-315,2017-12-06 09:06:56.07597
1162,UFC Fight Night 44: Swanson vs. Stephens,June 28th,Hacran Dias,Ricardo Lamas,+215,-275,2017-12-06 09:06:56.135181
1163,UFC Fight Night 44: Swanson vs. Stephens,June 28th,Antonio Braga Neto,Clint Hester,-165,+135,2017-12-06 09:06:56.196451
1164,UFC Fight Night 44: Swanson vs. Stephens,June 28th,James Moontasri,Joe Ellenberger,+150,-185,2017-12-06 09:06:56.258435
1165,UFC Fight Night 44: Swanson vs. Stephens,June 28th,Carlos Diego Ferreira,Colton Smith,-225,+175,2017-12-06 09:06:56.323937
1166,UFC Fight Night 44: Swanson vs. Stephens,June 28th,Cody Gibson,Johnny Bedford,+150,-185,2017-12-06 09:06:56.385569
1167,UFC Fight Night 44: Swanson vs. Stephens,June 28th,Andy Enz,Marcelo Guimaraes,-205,+165,2017-12-06 09:06:56.447657
1168,UFC Fight Night 44: Swanson vs. Stephens,June 28th,Ray Borg,Shane Howell,-450,+325,2017-12-06 09:06:56.508803
1169,UFC Fight Night 44: Swanson vs. Stephens,June 28th,Anthony Hamilton,Oleksiy Oliynyk,+115,-145,2017-12-06 09:06:56.568328
1170,UFC Fight Night 123: Swanson vs. Ortega,December 9th,Brian Ortega,Cub Swanson,-120,-110,2017-12-06 09:07:02.861583
1171,UFC Fight Night 123: Swanson vs. Ortega,December 9th,Gabriel Benitez,Jason Knight,+240,-310,2017-12-06 09:07:02.933405
1172,UFC Fight Night 123: Swanson vs. Ortega,December 9th,Aljamain Sterling,Marlon Moraes,+125,-155,2017-12-06 09:07:03.007914
1173,UFC Fight Night 123: Swanson vs. Ortega,December 9th,Darrell Horcher,Scott Holtzman,-110,-120,2017-12-06 09:07:03.076636
1174,UFC Fight Night 123: Swanson vs. Ortega,December 9th,Eryk Anders,Markus Perez,-300,+230,2017-12-06 09:07:03.147935
1175,UFC Fight Night 123: Swanson vs. Ortega,December 9th,Albert Morales,Benito Lopez,-115,-115,2017-12-06 09:07:03.217629
1176,UFC Fight Night 123: Swanson vs. Ortega,December 9th,Alexis Davis,Liz Carmouche,,,2017-12-06 09:07:03.28667
1177,UFC Fight Night 123: Swanson vs. Ortega,December 9th,Andre Soukhamthath,Luke Sanders,,,2017-12-06 09:07:03.357717
1178,UFC Fight Night 123: Swanson vs. Ortega,December 9th,Alex Perez,Carls John De Tomas,,,2017-12-06 09:07:03.42777
1179,UFC Fight Night 123: Swanson vs. Ortega,December 9th,Frankie Saenz,Merab Dvalishvili,,,2017-12-06 09:07:03.493685
1180,UFC Fight Night 123: Swanson vs. Ortega,December 9th,Alejandro Perez,Iuri Alcantara,,,2017-12-06 09:07:03.563595
1181,UFC Fight Night 123: Swanson vs. Ortega,December 9th,Chris Gruetzemacher,Davi Ramos,,,2017-12-06 09:07:03.634297
1182,UFC Fight Night 123: Swanson vs. Ortega,December 9th,Antonio Braga Neto,Trevin Giles,,,2017-12-06 09:07:03.706713
1183,UFC Fight Night 108: Swanson vs. Lobov,April 22nd,Artem Lobov,Cub Swanson,+375,-550,2017-12-06 09:07:10.046553
1184,UFC Fight Night 108: Swanson vs. Lobov,April 22nd,Al Iaquinta,Diego Sanchez,-450,+325,2017-12-06 09:07:10.171067
1185,UFC Fight Night 108: Swanson vs. Lobov,April 22nd,Marcos Rogerio De Lima,Ovince Saint Preux,+145,-175,2017-12-06 09:07:10.301641
1186,UFC Fight Night 108: Swanson vs. Lobov,April 22nd,Eddie Wineland,John Dodson,+285,-375,2017-12-06 09:07:10.428814
1187,UFC Fight Night 108: Swanson vs. Lobov,April 22nd,Joe Lauzon,Stevie Ray,+135,-165,2017-12-06 09:07:10.555409
1188,UFC Fight Night 108: Swanson vs. Lobov,April 22nd,Jake Ellenberger,Mike Perry,+105,-135,2017-12-06 09:07:10.686721
1189,UFC Fight Night 108: Swanson vs. Lobov,April 22nd,Sam Alvey,Thales Leites,+105,-135,2017-12-06 09:07:10.81093
1190,UFC Fight Night 108: Swanson vs. Lobov,April 22nd,Brandon Moreno,Dustin Ortiz,+100,-130,2017-12-06 09:07:10.948506
1191,UFC Fight Night 108: Swanson vs. Lobov,April 22nd,Michael McBride,Scott Holtzman,+230,-300,2017-12-06 09:07:11.092193
1192,UFC Fight Night 108: Swanson vs. Lobov,April 22nd,Danielle Taylor,Jessica Penne,-110,-120,2017-12-06 09:07:11.217605
1193,UFC Fight Night 108: Swanson vs. Lobov,April 22nd,Alexis Davis,Cindy Dandois,-275,+215,2017-12-06 09:07:11.349628
1194,UFC Fight Night 108: Swanson vs. Lobov,April 22nd,Bryan Barberena,Joe Proctor,-335,+255,2017-12-06 09:07:11.472684
1195,UFC Fight Night 108: Swanson vs. Lobov,April 22nd,Hector Sandoval,Matt Schnell,+130,-160,2017-12-06 09:07:11.597279
1196,UFC: The Ultimate Fighter 15 Episode 9,May 4th,Andy Ogle,Mike Rio,+375,-550,2017-12-06 09:09:19.274406
1197,UFC: The Ultimate Fighter 15 Episode 8,April 27th,Chris Saunders,Sam Sicilia,+290,-380,2017-12-06 09:09:33.250304
1198,UFC: The Ultimate Fighter 15 Episode 7,April 20th,John Cofer,Vinc Pichel,+150,-185,2017-12-06 09:09:40.779376
1199,UFC: The Ultimate Fighter 15 Episode 6,April 13th,Chris Tickle,Joe Proctor,+225,-285,2017-12-06 09:09:47.485383
1200,UFC: The Ultimate Fighter 15 Episode 5,April 6th,Jeremy Larsen,Michael Chiesa,+300,-400,2017-12-06 09:09:54.589119
1201,UFC: The Ultimate Fighter 15 Episode 4,March 30th,Al Iaquinta,Myles Jury,+220,-280,2017-12-06 09:10:02.019057
1202,UFC: The Ultimate Fighter 15 Episode 3,March 23rd,Cristiano Marcello,Justin Lawrence,+195,-250,2017-12-06 09:10:20.240062
1203,UFC: The Ultimate Fighter 15 Episode 12,May 25th,James Vick,Michael Chiesa,-150,+120,2017-12-06 09:10:26.758222
1204,UFC: The Ultimate Fighter 15 Episode 12,May 25th,Al Iaquinta,Vinc Pichel,-205,+165,2017-12-06 09:10:26.767454
1205,UFC Fight Night 25: Battle on the Bayou,September 17th,Jake Ellenberger,Jake Shields,+160,-200,2017-12-06 09:10:32.709361
1206,UFC Fight Night 25: Battle on the Bayou,September 17th,Alan Belcher,Jason Macdonald,-300,+230,2017-12-06 09:10:32.72477
1207,UFC Fight Night 25: Battle on the Bayou,September 17th,Court McGee,Dongi Yang,-200,+160,2017-12-06 09:10:32.739518
1208,UFC Fight Night 25: Battle on the Bayou,September 17th,Erik Koch,Jonathan Brookins,-210,+170,2017-12-06 09:10:32.753807
1209,UFC Fight Night 25: Battle on the Bayou,September 17th,Clay Harvison,Seth Baczynski,+145,-175,2017-12-06 09:10:32.767667
1210,UFC Fight Night 25: Battle on the Bayou,September 17th,Cody McKenzie,Vagner Rocha,+155,-190,2017-12-06 09:10:32.781401
1211,UFC Fight Night 25: Battle on the Bayou,September 17th,Mike Lullo,Robert Peralta,+115,-145,2017-12-06 09:10:32.795198
1212,UFC Fight Night 25: Battle on the Bayou,September 17th,Lance Benoist,Matt Riddle,+175,-225,2017-12-06 09:10:32.809483
1213,UFC Fight Night 25: Battle on the Bayou,September 17th,Donny Walker,Ken Stone,+140,-170,2017-12-06 09:10:32.823775
1214,UFC Fight Night 25: Battle on the Bayou,September 17th,Mike Stumpf,T.J. Waldburger,+180,-230,2017-12-06 09:10:32.837563
1215,UFC Fight Night 25: Battle on the Bayou,September 17th,Jorge Lopez,Justin Edwards,-500,+325,2017-12-06 09:10:32.8513
1216,UFC Fight Night 25: Battle on the Bayou,September 17th,Evan Dunham,Shamar Bailey,-500,+350,2017-12-06 09:10:32.865414
1217,UFC 97: Redemption,April 18th,Anderson Silva,Thales Leites,-500,+350,2017-12-06 09:10:39.730933
1218,UFC 97: Redemption,April 18th,Chuck Liddell,Mauricio Rua,-170,+140,2017-12-06 09:10:39.745227
1219,UFC 97: Redemption,April 18th,David Bielkheden,Mark Bocek,+225,-285,2017-12-06 09:10:39.758597
1220,UFC 97: Redemption,April 18th,Jason Macdonald,Nate Quarry,-145,+115,2017-12-06 09:10:39.773115
1221,UFC 97: Redemption,April 18th,Brian Stann,Krzysztof Soszynski,+120,-150,2017-12-06 09:10:39.786091
1222,UFC 97: Redemption,April 18th,David Loiseau,Ed Herman,-145,+105,2017-12-06 09:10:39.799143
1223,UFC 97: Redemption,April 18th,Luis Cane,Steve Cantwell,-300,+240,2017-12-06 09:10:39.813472
1224,UFC 97: Redemption,April 18th,Matt Wiman,Sam Stout,-115,-115,2017-12-06 09:10:39.826796
1225,UFC 97: Redemption,April 18th,Antoni Hardonk,Cheick Kongo,+225,-365,2017-12-06 09:10:39.839898
1226,UFC 97: Redemption,April 18th,Denis Kang,Xavier Foupa-Pokam,-325,+250,2017-12-06 09:10:39.853026
1227,UFC 97: Redemption,April 18th,Ryo Chonan,T.J. Grant,-200,+160,2017-12-06 09:10:39.866743
1228,UFC 97: Redemption,April 18th,Eliot Marshall,Vinny Magalhaes,+115,-145,2017-12-06 09:10:39.8797
1229,UFC: The Ultimate Fighter 15 Episode 11,May 18th,Chris Saunders,Vinc Pichel,+265,-350,2017-12-06 09:10:51.80797
1230,UFC: The Ultimate Fighter 15 Episode 11,May 18th,Al Iaquinta,Andy Ogle,-400,+300,2017-12-06 09:10:51.8174
1231,UFC: The Ultimate Fighter 15 Episode 10,May 11th,Justin Lawrence,Michael Chiesa,-325,+250,2017-12-06 09:10:57.72577
1232,UFC: The Ultimate Fighter 15 Episode 10,May 11th,James Vick,Joe Proctor,+175,-225,2017-12-06 09:10:57.735517
1233,UFC 92: The Ultimate 2008,December 27th,Quinton Jackson,Wanderlei Silva,+120,-150,2017-12-06 09:11:03.793741
1234,UFC 92: The Ultimate 2008,December 27th,Forrest Griffin,Rashad Evans,-120,-110,2017-12-06 09:11:03.807141
1235,UFC 92: The Ultimate 2008,December 27th,Antonio Rodrigo Nogueira,Frank Mir,-300,+250,2017-12-06 09:11:03.820441
1236,UFC 92: The Ultimate 2008,December 27th,C.B. Dollaway,Mike Massenzio,-175,+145,2017-12-06 09:11:03.832501
1237,UFC 92: The Ultimate 2008,December 27th,Cheick Kongo,Mostapha Al-Turk,-325,+250,2017-12-06 09:11:03.84458
1238,UFC 92: The Ultimate 2008,December 27th,Brad Blackburn,Ryo Chonan,+140,-170,2017-12-06 09:11:03.856777
1239,UFC 92: The Ultimate 2008,December 27th,Matt Hamill,Reese Andy,-365,+285,2017-12-06 09:11:03.869433
1240,UFC 92: The Ultimate 2008,December 27th,Dan Evensen,Pat Barry,+250,-325,2017-12-06 09:11:03.882396
1241,UFC 92: The Ultimate 2008,December 27th,Dean Lister,Yushin Okami,+300,-500,2017-12-06 09:11:03.894624
1242,UFC 92: The Ultimate 2008,December 27th,Antoni Hardonk,Mike Wessel,-350,+250,2017-12-06 09:11:03.90661
1243,UFC 82: Pride Of A Champion,March 1st,Anderson Silva,Dan Henderson,-160,+130,2017-12-06 09:13:02.90233
1244,UFC 82: Pride Of A Champion,March 1st,Dustin Hazelett,Josh Koscheck,+300,-400,2017-12-06 09:13:02.915504
1245,UFC 82: Pride Of A Champion,March 1st,Cheick Kongo,Heath Herring,-200,+160,2017-12-06 09:13:02.927921
1246,UFC 82: Pride Of A Champion,March 1st,Evan Tanner,Yushin Okami,+170,-210,2017-12-06 09:13:02.940077
1247,UFC 82: Pride Of A Champion,March 1st,Alessio Sakara,Chris Leben,+140,-170,2017-12-06 09:13:02.952237
1248,UFC 82: Pride Of A Champion,March 1st,Andrei Arlovski,Jake O Brien,-325,+250,2017-12-06 09:13:02.964084
1249,UFC 82: Pride Of A Champion,March 1st,Luigi Fioravanti,Luke Cummo,+150,-180,2017-12-06 09:13:02.976756
1250,UFC 82: Pride Of A Champion,March 1st,Chris Wilson,Jon Fitch,+350,-550,2017-12-06 09:13:02.988735
1251,UFC 82: Pride Of A Champion,March 1st,John Halverson,Jorge Gurgel,+160,-200,2017-12-06 09:13:03.000432
1252,UFC 82: Pride Of A Champion,March 1st,David Bielkheden,Diego Sanchez,+300,-450,2017-12-06 09:13:03.012197
1253,UFC 75: Champion vs Champion,September 8th,Dan Henderson,Quinton Jackson,-115,-115,2017-12-06 09:13:06.230256
1254,UFC 75: Champion vs Champion,September 8th,Matt Hamill,Michael Bisping,+210,-270,2017-12-06 09:13:06.242131
1255,UFC 75: Champion vs Champion,September 8th,Cheick Kongo,Mirko Filipovic,+300,-450,2017-12-06 09:13:06.253562
1256,UFC 75: Champion vs Champion,September 8th,Alessio Sakara,Houston Alexander,+140,-170,2017-12-06 09:13:06.264095
1257,UFC 75: Champion vs Champion,September 8th,Anthony Torres,Jess Liaudin,-115,-115,2017-12-06 09:13:06.276102
1258,UFC 75: Champion vs Champion,September 8th,Marcus Davis,Paul Taylor,-175,+145,2017-12-06 09:13:06.286673
1259,UFC 75: Champion vs Champion,September 8th,Thiago Silva,Tomasz Drwal,-330,+260,2017-12-06 09:13:06.297085
1260,UFC 75: Champion vs Champion,September 8th,Dennis Siver,Naoyuki Kotani,+160,-200,2017-12-06 09:13:06.308071
1261,UFC 75: Champion vs Champion,September 8th,Gleison Tibau,Terry Etim,-180,+150,2017-12-06 09:13:06.319112
1262,UFC Fight Night 20: Maynard vs Diaz,January 11th,Gray Maynard,Nate Diaz,-270,+210,2017-12-06 09:14:12.964926
1263,UFC Fight Night 20: Maynard vs Diaz,January 11th,Efrain Escudero,Evan Dunham,-280,+220,2017-12-06 09:14:12.978045
1264,UFC Fight Night 20: Maynard vs Diaz,January 11th,Amir Sadollah,Brad Blackburn,-145,+115,2017-12-06 09:14:12.990646
1265,UFC Fight Night 20: Maynard vs Diaz,January 11th,Aaron Simpson,Tom Lawlor,-365,+285,2017-12-06 09:14:13.002781
1266,UFC Fight Night 20: Maynard vs Diaz,January 11th,Kyle Bradley,Rafael Dos Anjos,+350,-550,2017-12-06 09:14:13.014983
1267,UFC Fight Night 20: Maynard vs Diaz,January 11th,Mike Guymon,Rory Macdonald,+160,-200,2017-12-06 09:14:13.026726
1268,UFC Fight Night 20: Maynard vs Diaz,January 11th,Jesse Forbes,Nick Catone,+195,-250,2017-12-06 09:14:13.038486
1269,UFC Fight Night 20: Maynard vs Diaz,January 11th,Jesse Lennox,Rick Story,+235,-295,2017-12-06 09:14:13.05108
1270,UFC Fight Night 20: Maynard vs Diaz,January 11th,Chris Leben,Jay Silva,-165,+135,2017-12-06 09:14:13.063159
1271,UFC Fight Night 20: Maynard vs Diaz,January 11th,Nik Lentz,Thiago Tavares,+185,-225,2017-12-06 09:14:13.074853
1272,UFC Fight Night 20: Maynard vs Diaz,January 11th,Gerald Harris,John Salter,-360,+280,2017-12-06 09:14:13.086559
1273,UFC 72: Victory,June 16th,Rich Franklin,Yushin Okami,-215,+175,2017-12-06 09:14:20.415763
1274,UFC 72: Victory,June 16th,Colin Robinson,Eddie Sanchez,+160,-200,2017-12-06 09:14:20.426468
1275,UFC 72: Victory,June 16th,Jason Macdonald,Rory Singer,-260,+200,2017-12-06 09:14:20.435952
1276,UFC 72: Victory,June 16th,Ed Herman,Scott Smith,-165,+135,2017-12-06 09:14:20.444564
1277,UFC 72: Victory,June 16th,Clay Guida,Tyson Griffin,+190,-250,2017-12-06 09:14:20.453068
1278,UFC 72: Victory,June 16th,Dustin Hazelett,Stevie Lynch,-250,+190,2017-12-06 09:14:20.461622
1279,UFC 72: Victory,June 16th,Jason Tan,Marcus Davis,+275,-350,2017-12-06 09:14:20.470157
1280,UFC 72: Victory,June 16th,Forrest Griffin,Hector Ramirez,-260,+200,2017-12-06 09:14:20.478745
1281,UFC Fight Night 15: Diaz vs Neer,September 17th,Josh Neer,Nate Diaz,+200,-260,2017-12-06 09:14:33.339367
