match_id,event_name,date,location,attendance ,result,fighter1,fighter2,winner,weight_class,title_fight,method,end_round,end_time
3214,UFC Fight Night: Gustafsson vs Johnson,2015-01-24,"Stockholm, Sweden",30000,win,Anthony Johnson,Alexander Gustafsson,Anthony Johnson,Light Heavyweight,f,KO/TKO-Punches,1,2:15
3215,UFC Fight Night: Gustafsson vs Johnson,2015-01-24,"Stockholm, Sweden",30000,win,Gegard Mousasi,Dan Henderson,Gegard Mousasi,Middleweight,f,KO/TKO-Punch,1,1:10
3216,UFC Fight Night: Gustafsson vs Johnson,2015-01-24,"Stockholm, Sweden",30000,win,Ryan Bader,Phil Davis,Ryan Bader,Light Heavyweight,f,DEC-Split,3,5:00
3217,UFC Fight Night: Gustafsson vs Johnson,2015-01-24,"Stockholm, Sweden",30000,win,Sam Sicilia,Akira Corassani,Sam Sicilia,Featherweight,f,KO/TKO-Punch,1,3:26
3218,UFC Fight Night: Gustafsson vs Johnson,2015-01-24,"Stockholm, Sweden",30000,win,Albert Tumenov,Nico Musoke,Albert Tumenov,Welterweight,f,DEC-Unanimous,3,5:00
3219,UFC Fight Night: Gustafsson vs Johnson,2015-01-24,"Stockholm, Sweden",30000,win,Kenny Robertson,Sultan Aliev,Kenny Robertson,Welterweight,f,KO/TKO-Punch,1,2:42
3220,UFC Fight Night: Gustafsson vs Johnson,2015-01-24,"Stockholm, Sweden",30000,win,Makwan Amirkhani,Andy Ogle,Makwan Amirkhani,Featherweight,f,KO/TKO-Punches,1,0:08
3221,UFC Fight Night: Gustafsson vs Johnson,2015-01-24,"Stockholm, Sweden",30000,win,Nikita Krylov,Stanislav Nedkov,Nikita Krylov,Light Heavyweight,f,SUB-Guillotine Choke,1,1:24
3222,UFC Fight Night: Gustafsson vs Johnson,2015-01-24,"Stockholm, Sweden",30000,win,Mairbek Taisumov,Anthony Christodoulou,Mairbek Taisumov,Lightweight,f,KO/TKO-Punches,2,0:38
3223,UFC Fight Night: Gustafsson vs Johnson,2015-01-24,"Stockholm, Sweden",30000,win,Mirsad Bektic,Paul Redmond,Mirsad Bektic,Featherweight,f,DEC-Unanimous,3,5:00
3224,UFC Fight Night: Gustafsson vs Johnson,2015-01-24,"Stockholm, Sweden",30000,win,Viktor Pesta,Konstantin Erokhin,Viktor Pesta,Heavyweight,f,DEC-Unanimous,3,5:00
3225,UFC Fight Night: Gustafsson vs Johnson,2015-01-24,"Stockholm, Sweden",30000,win,Neil Seery,Chris Beal,Neil Seery,Flyweight,f,DEC-Unanimous,3,5:00
3226,UFC 183: Silva vs Diaz,2015-01-31,"Las Vegas, Nevada, USA",13114,nc,Anderson Silva,Nick Diaz,,Middleweight,f,Overturned,5,5:00
3227,UFC 183: Silva vs Diaz,2015-01-31,"Las Vegas, Nevada, USA",13114,win,Tyron Woodley,Kelvin Gastelum,Tyron Woodley,Welterweight,f,DEC-Split,3,5:00
3228,UFC 183: Silva vs Diaz,2015-01-31,"Las Vegas, Nevada, USA",13114,win,Al Iaquinta,Joe Lauzon,Al Iaquinta,Lightweight,f,KO/TKO-Punches,2,3:34
3229,UFC 183: Silva vs Diaz,2015-01-31,"Las Vegas, Nevada, USA",13114,win,Thales Leites,Tim Boetsch,Thales Leites,Middleweight,f,SUB-Arm Triangle,2,3:45
3230,UFC 183: Silva vs Diaz,2015-01-31,"Las Vegas, Nevada, USA",13114,win,Thiago Alves,Jordan Mein,Thiago Alves,Welterweight,f,KO/TKO-Kick,2,0:39
3231,UFC 183: Silva vs Diaz,2015-01-31,"Las Vegas, Nevada, USA",13114,win,Miesha Tate,Sara McMann,Miesha Tate,Women's Bantamweight,f,DEC-Majority,3,5:00
3232,UFC 183: Silva vs Diaz,2015-01-31,"Las Vegas, Nevada, USA",13114,win,Derek Brunson,Ed Herman,Derek Brunson,Middleweight,f,KO/TKO-Punch,1,0:36
3233,UFC 183: Silva vs Diaz,2015-01-31,"Las Vegas, Nevada, USA",13114,win,John Lineker,Ian McCall,John Lineker,Flyweight,f,DEC-Unanimous,3,5:00
3234,UFC 183: Silva vs Diaz,2015-01-31,"Las Vegas, Nevada, USA",13114,win,Rafael Natal,Tom Watson,Rafael Natal,Middleweight,f,DEC-Unanimous,3,5:00
3235,UFC 183: Silva vs Diaz,2015-01-31,"Las Vegas, Nevada, USA",13114,win,Ildemar Alcantara,Richardson Moreira,Ildemar Alcantara,Middleweight,f,DEC-Split,3,5:00
3236,UFC 183: Silva vs Diaz,2015-01-31,"Las Vegas, Nevada, USA",13114,win,Thiago Santos,Andy Enz,Thiago Santos,Middleweight,f,KO/TKO-Punches,1,1:56
3237,UFC Fight Night: Henderson vs Thatch,2015-02-14,"Broomfield, Colorado, USA",5807,win,Benson Henderson,Brandon Thatch,Benson Henderson,Welterweight,f,SUB-Rear Naked Choke,4,3:58
3238,UFC Fight Night: Henderson vs Thatch,2015-02-14,"Broomfield, Colorado, USA",5807,win,Max Holloway,Cole Miller,Max Holloway,Featherweight,f,DEC-Unanimous,3,5:00
3239,UFC Fight Night: Henderson vs Thatch,2015-02-14,"Broomfield, Colorado, USA",5807,win,Neil Magny,Kiichi Kunimoto,Neil Magny,Welterweight,f,SUB-Rear Naked Choke,3,1:22
3240,UFC Fight Night: Henderson vs Thatch,2015-02-14,"Broomfield, Colorado, USA",5807,win,Daniel Kelly,Patrick Walsh,Daniel Kelly,Middleweight,f,DEC-Unanimous,3,5:00
3241,UFC Fight Night: Henderson vs Thatch,2015-02-14,"Broomfield, Colorado, USA",5807,win,Kevin Lee,Michel Prazeres,Kevin Lee,Lightweight,f,DEC-Unanimous,3,5:00
3242,UFC Fight Night: Henderson vs Thatch,2015-02-14,"Broomfield, Colorado, USA",5807,win,Ray Borg,Chris Kelades,Ray Borg,Flyweight,f,SUB-Kimura,3,2:56
3243,UFC Fight Night: Henderson vs Thatch,2015-02-14,"Broomfield, Colorado, USA",5807,win,Efrain Escudero,Rodrigo de Lima,Efrain Escudero,Lightweight,f,DEC-Unanimous,3,5:00
3244,UFC Fight Night: Henderson vs Thatch,2015-02-14,"Broomfield, Colorado, USA",5807,win,Chas Skelly,Jim Alers,Chas Skelly,Featherweight,f,KO/TKO-Punches,2,4:59
3245,UFC Fight Night: Henderson vs Thatch,2015-02-14,"Broomfield, Colorado, USA",5807,win,Zach Makovsky,Tim Elliott,Zach Makovsky,Flyweight,f,DEC-Unanimous,3,5:00
3246,UFC Fight Night: Henderson vs Thatch,2015-02-14,"Broomfield, Colorado, USA",5807,win,James Moontasri,Cody Pfister,James Moontasri,Lightweight,f,SUB-Rear Naked Choke,2,1:49
3247,UFC Fight Night: Bigfoot vs Mir,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",5080,win,Frank Mir,Antonio Silva,Frank Mir,Heavyweight,f,KO/TKO-Punch,1,1:40
3248,UFC Fight Night: Bigfoot vs Mir,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",5080,win,Michael Johnson,Edson Barboza,Michael Johnson,Lightweight,f,DEC-Unanimous,3,5:00
3249,UFC Fight Night: Bigfoot vs Mir,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",5080,win,Sam Alvey,Cezar Ferreira,Sam Alvey,Middleweight,f,KO/TKO-Punches,1,3:34
3250,UFC Fight Night: Bigfoot vs Mir,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",5080,win,Adriano Martins,Rustam Khabilov,Adriano Martins,Lightweight,f,DEC-Split,3,5:00
3251,UFC Fight Night: Bigfoot vs Mir,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",5080,win,Frankie Saenz,Iuri Alcantara,Frankie Saenz,Bantamweight,f,DEC-Unanimous,3,5:00
3334,UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,"Krakow, Poland",10000,win,Anthony Hamilton,Daniel Omielanczuk,Anthony Hamilton,Heavyweight,f,DEC-Unanimous,3,5:00
3252,UFC Fight Night: Bigfoot vs Mir,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",5080,win,Santiago Ponzinibbio,Sean Strickland,Santiago Ponzinibbio,Welterweight,f,DEC-Unanimous,3,5:00
3253,UFC Fight Night: Bigfoot vs Mir,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",5080,win,Marion Reneau,Jessica Andrade,Marion Reneau,Women's Bantamweight,f,SUB-Triangle Choke,1,1:54
3254,UFC Fight Night: Bigfoot vs Mir,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",5080,win,Matt Dwyer,William Patolino,Matt Dwyer,Welterweight,f,KO/TKO-Punch,1,3:14
3255,UFC Fight Night: Bigfoot vs Mir,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",5080,win,Mike de la Torre,Tiago Trator,Mike de la Torre,Featherweight,f,KO/TKO-Punch,1,2:59
3256,UFC Fight Night: Bigfoot vs Mir,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",5080,win,Douglas Silva de Andrade,Cody Gibson,Douglas Silva de Andrade,Bantamweight,f,DEC-Unanimous,3,5:00
3257,UFC Fight Night: Bigfoot vs Mir,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",5080,win,Ivan Jorge,Josh Shockley,Ivan Jorge,Lightweight,f,DEC-Unanimous,3,5:00
3258,UFC 184: Rousey vs Zingano,2015-02-28,"Los Angeles, California, USA",17654,win,Ronda Rousey,Cat Zingano,Ronda Rousey,Women's Bantamweight,t,SUB-Armbar,1,0:14
3259,UFC 184: Rousey vs Zingano,2015-02-28,"Los Angeles, California, USA",17654,win,Holly Holm,Raquel Pennington,Holly Holm,Women's Bantamweight,f,DEC-Split,3,5:00
3260,UFC 184: Rousey vs Zingano,2015-02-28,"Los Angeles, California, USA",17654,win,Jake Ellenberger,Josh Koscheck,Jake Ellenberger,Welterweight,f,SUB-North-South Choke,2,4:20
3261,UFC 184: Rousey vs Zingano,2015-02-28,"Los Angeles, California, USA",17654,win,Alan Jouban,Richard Walsh,Alan Jouban,Welterweight,f,KO/TKO-Elbow,1,2:19
3262,UFC 184: Rousey vs Zingano,2015-02-28,"Los Angeles, California, USA",17654,win,Tony Ferguson,Gleison Tibau,Tony Ferguson,Lightweight,f,SUB-Rear Naked Choke,1,2:37
3263,UFC 184: Rousey vs Zingano,2015-02-28,"Los Angeles, California, USA",17654,win,Roan Carneiro,Mark Munoz,Roan Carneiro,Middleweight,f,SUB-Rear Naked Choke,1,1:40
3264,UFC 184: Rousey vs Zingano,2015-02-28,"Los Angeles, California, USA",17654,nc,Roman Salazar,Norifumi Yamamoto,,Bantamweight,f,CNC,2,2:37
3265,UFC 184: Rousey vs Zingano,2015-02-28,"Los Angeles, California, USA",17654,win,Tim Means,Dhiego Lima,Tim Means,Welterweight,f,KO/TKO-Punch,1,2:17
3266,UFC 184: Rousey vs Zingano,2015-02-28,"Los Angeles, California, USA",17654,win,Derrick Lewis,Ruan Potts,Derrick Lewis,Heavyweight,f,KO/TKO-Punches,2,3:18
3267,UFC 184: Rousey vs Zingano,2015-02-28,"Los Angeles, California, USA",17654,win,Valmir Lazaro,James Krause,Valmir Lazaro,Lightweight,f,DEC-Split,3,5:00
3268,UFC 184: Rousey vs Zingano,2015-02-28,"Los Angeles, California, USA",17654,win,Masio Fullen,Alex Torres,Masio Fullen,Featherweight,f,DEC-Split,3,5:00
3269,UFC Fight Night: Rockhold vs Bisping,2014-11-07,"Sydney, New South Wales, Australia",9904,win,Luke Rockhold,Michael Bisping,Luke Rockhold,Middleweight,f,SUB-Guillotine Choke,2,0:57
3270,UFC Fight Night: Rockhold vs Bisping,2014-11-07,"Sydney, New South Wales, Australia",9904,win,Al Iaquinta,Ross Pearson,Al Iaquinta,Lightweight,f,KO/TKO-Punch,2,1:39
3271,UFC Fight Night: Rockhold vs Bisping,2014-11-07,"Sydney, New South Wales, Australia",9904,win,Robert Whittaker,Clint Hester,Robert Whittaker,Middleweight,f,KO/TKO-Knee,2,2:43
3272,UFC Fight Night: Rockhold vs Bisping,2014-11-07,"Sydney, New South Wales, Australia",9904,win,Soa Palelei,Walt Harris,Soa Palelei,Heavyweight,f,KO/TKO-Punches,2,4:49
3273,UFC Fight Night: Rockhold vs Bisping,2014-11-07,"Sydney, New South Wales, Australia",9904,win,Jake Matthews,Vagner Rocha,Jake Matthews,Lightweight,f,SUB-Rear Naked Choke,2,1:52
3274,UFC Fight Night: Rockhold vs Bisping,2014-11-07,"Sydney, New South Wales, Australia",9904,win,Anthony Perosh,Guto Inocente,Anthony Perosh,Light Heavyweight,f,SUB-Rear Naked Choke,1,3:46
3275,UFC Fight Night: Rockhold vs Bisping,2014-11-07,"Sydney, New South Wales, Australia",9904,win,Sam Alvey,Dylan Andrews,Sam Alvey,Middleweight,f,KO/TKO-Punches,1,2:16
3276,UFC Fight Night: Rockhold vs Bisping,2014-11-07,"Sydney, New South Wales, Australia",9904,win,Louis Smolka,Richie Vaculik,Louis Smolka,Flyweight,f,KO/TKO-Kick,3,0:18
3277,UFC Fight Night: Rockhold vs Bisping,2014-11-07,"Sydney, New South Wales, Australia",9904,win,Chris Clements,Vik Grujic,Chris Clements,Welterweight,f,KO/TKO-Knee,1,3:06
3278,UFC Fight Night: Rockhold vs Bisping,2014-11-07,"Sydney, New South Wales, Australia",9904,win,Daniel Kelly,Luke Zachrich,Daniel Kelly,Middleweight,f,SUB-Kimura,1,4:27
3279,UFC Fight Night: Rockhold vs Bisping,2014-11-07,"Sydney, New South Wales, Australia",9904,win,Marcus Brimage,Jumabieke Tuerxun,Marcus Brimage,Bantamweight,f,KO/TKO-Kick,1,2:58
3280,UFC 185: Pettis vs Dos Anjos,2015-03-14,"Dallas, Texas, USA",17160,win,Rafael Dos Anjos,Anthony Pettis,Rafael Dos Anjos,Lightweight,t,DEC-Unanimous,5,5:00
3281,UFC 185: Pettis vs Dos Anjos,2015-03-14,"Dallas, Texas, USA",17160,win,Joanna Jedrzejczyk,Carla Esparza,Joanna Jedrzejczyk,Women's Strawweight,t,KO/TKO-Punches,2,4:17
3282,UFC 185: Pettis vs Dos Anjos,2015-03-14,"Dallas, Texas, USA",17160,win,Johny Hendricks,Matt Brown,Johny Hendricks,Welterweight,f,DEC-Unanimous,3,5:00
3283,UFC 185: Pettis vs Dos Anjos,2015-03-14,"Dallas, Texas, USA",17160,win,Alistair Overeem,Roy Nelson,Alistair Overeem,Heavyweight,f,DEC-Unanimous,3,5:00
3284,UFC 185: Pettis vs Dos Anjos,2015-03-14,"Dallas, Texas, USA",17160,win,Henry Cejudo,Chris Cariaso,Henry Cejudo,Flyweight,f,DEC-Unanimous,3,5:00
3285,UFC 185: Pettis vs Dos Anjos,2015-03-14,"Dallas, Texas, USA",17160,win,Ross Pearson,Sam Stout,Ross Pearson,Lightweight,f,KO/TKO-Punch,2,1:33
3286,UFC 185: Pettis vs Dos Anjos,2015-03-14,"Dallas, Texas, USA",17160,win,Elias Theodorou,Roger Narvaez,Elias Theodorou,Middleweight,f,KO/TKO-Punches,2,4:07
3287,UFC 185: Pettis vs Dos Anjos,2015-03-14,"Dallas, Texas, USA",17160,win,Beneil Dariush,Daron Cruickshank,Beneil Dariush,Lightweight,f,SUB-Rear Naked Choke,2,2:38
3288,UFC 185: Pettis vs Dos Anjos,2015-03-14,"Dallas, Texas, USA",17160,win,Jared Rosholt,Josh Copeland,Jared Rosholt,Heavyweight,f,KO/TKO-Punches,3,3:12
3289,UFC 185: Pettis vs Dos Anjos,2015-03-14,"Dallas, Texas, USA",17160,win,Ryan Benoit,Sergio Pettis,Ryan Benoit,Flyweight,f,KO/TKO-Punch,2,1:34
3290,UFC 185: Pettis vs Dos Anjos,2015-03-14,"Dallas, Texas, USA",17160,win,Joe Duffy,Jake Lindsey,Joe Duffy,Lightweight,f,KO/TKO-Punch,1,1:47
3291,UFC 185: Pettis vs Dos Anjos,2015-03-14,"Dallas, Texas, USA",17160,win,Germaine de Randamie,Larissa Pacheco,Germaine de Randamie,Women's Bantamweight,f,KO/TKO-Punch,2,2:02
3292,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,"Halifax, Nova Scotia, Canada",10782,win,Rory MacDonald,Tarec Saffiedine,Rory MacDonald,Welterweight,f,KO/TKO-Punch,3,1:28
3293,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,"Halifax, Nova Scotia, Canada",10782,win,Raphael Assuncao,Bryan Caraway,Raphael Assuncao,Bantamweight,f,DEC-Unanimous,3,5:00
3294,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,"Halifax, Nova Scotia, Canada",10782,win,Chad Laprise,Yosdenis Cedeno,Chad Laprise,Lightweight,f,DEC-Unanimous,3,5:00
3295,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,"Halifax, Nova Scotia, Canada",10782,win,Elias Theodorou,Bruno Santos,Elias Theodorou,Middleweight,f,DEC-Unanimous,3,5:00
3296,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,"Halifax, Nova Scotia, Canada",10782,win,Nordine Taleb,Li Jingliang,Nordine Taleb,Welterweight,f,DEC-Split,3,5:00
3297,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,"Halifax, Nova Scotia, Canada",10782,win,Mitch Gagnon,Roman Salazar,Mitch Gagnon,Bantamweight,f,SUB-Rear Naked Choke,1,2:06
3298,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,"Halifax, Nova Scotia, Canada",10782,win,Daron Cruickshank,Anthony Njokuani,Daron Cruickshank,Lightweight,f,DEC-Unanimous,3,5:00
3299,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,"Halifax, Nova Scotia, Canada",10782,win,Olivier Aubin-Mercier,Jake Lindsey,Olivier Aubin-Mercier,Lightweight,f,SUB-Other - Choke,2,3:22
3300,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,"Halifax, Nova Scotia, Canada",10782,win,Paul Felder,Jason Saggo,Paul Felder,Lightweight,f,DEC-Split,3,5:00
3301,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,"Halifax, Nova Scotia, Canada",10782,win,Chris Kelades,Paddy Holohan,Chris Kelades,Flyweight,f,DEC-Unanimous,3,5:00
3302,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,"Halifax, Nova Scotia, Canada",10782,win,Albert Tumenov,Matt Dwyer,Albert Tumenov,Welterweight,f,KO/TKO-Kick,1,1:03
3303,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,"Halifax, Nova Scotia, Canada",10782,nc,Pedro Munhoz,Jerrod Sanders,,Bantamweight,f,Overturned-Guillotine Choke,1,0:39
3304,UFC Fight Night: Maia vs LaFlare,2015-03-21,"Rio de Janeiro, Brazil",7707,win,Demian Maia,Ryan LaFlare,Demian Maia,Welterweight,f,DEC-Unanimous,5,5:00
3305,UFC Fight Night: Maia vs LaFlare,2015-03-21,"Rio de Janeiro, Brazil",7707,win,Erick Silva,Josh Koscheck,Erick Silva,Welterweight,f,SUB-Guillotine Choke,1,4:21
3306,UFC Fight Night: Maia vs LaFlare,2015-03-21,"Rio de Janeiro, Brazil",7707,win,Leonardo Santos,Tony Martin,Leonardo Santos,Lightweight,f,SUB-Rear Naked Choke,2,2:29
3307,UFC Fight Night: Maia vs LaFlare,2015-03-21,"Rio de Janeiro, Brazil",7707,win,Amanda Nunes,Shayna Baszler,Amanda Nunes,Women's Bantamweight,f,KO/TKO-Kick,1,1:56
3308,UFC Fight Night: Maia vs LaFlare,2015-03-21,"Rio de Janeiro, Brazil",7707,win,Gilbert Burns,Alex Oliveira,Gilbert Burns,Lightweight,f,SUB-Armbar,3,4:14
3309,UFC Fight Night: Maia vs LaFlare,2015-03-21,"Rio de Janeiro, Brazil",7707,win,Godofredo Pepey,Andre Fili,Godofredo Pepey,Featherweight,f,SUB-Triangle Choke,1,3:14
3310,UFC Fight Night: Maia vs LaFlare,2015-03-21,"Rio de Janeiro, Brazil",7707,win,Francisco Trinaldo,Akbarh Arreola,Francisco Trinaldo,Lightweight,f,DEC-Unanimous,3,5:00
3311,UFC Fight Night: Maia vs LaFlare,2015-03-21,"Rio de Janeiro, Brazil",7707,win,Kevin Souza,Katsunori Kikuno,Kevin Souza,Featherweight,f,KO/TKO-Punch,1,1:31
3312,UFC Fight Night: Maia vs LaFlare,2015-03-21,"Rio de Janeiro, Brazil",7707,nc,Leandro Silva,Drew Dober,,Lightweight,f,Overturned-Guillotine Choke,2,2:45
3313,UFC Fight Night: Maia vs LaFlare,2015-03-21,"Rio de Janeiro, Brazil",7707,win,Leonardo Mafra,Cain Carrizosa,Leonardo Mafra,Lightweight,f,DEC-Unanimous,3,5:00
3314,UFC Fight Night: Maia vs LaFlare,2015-03-21,"Rio de Janeiro, Brazil",7707,win,Christos Giagos,Jorge de Oliveira,Christos Giagos,Lightweight,f,SUB-Rear Naked Choke,1,3:12
3315,UFC Fight Night: Maia vs LaFlare,2015-03-21,"Rio de Janeiro, Brazil",7707,win,Fredy Serrano,Bentley Syler,Fredy Serrano,Flyweight,f,KO/TKO-Punch,3,1:34
3316,UFC Fight Night: Mendes vs Lamas,2015-04-04,"Fairfax, Virginia, USA",,win,Chad Mendes,Ricardo Lamas,Chad Mendes,Featherweight,f,KO/TKO-Punches,1,2:45
3317,UFC Fight Night: Mendes vs Lamas,2015-04-04,"Fairfax, Virginia, USA",,win,Al Iaquinta,Jorge Masvidal,Al Iaquinta,Lightweight,f,DEC-Split,3,5:00
3318,UFC Fight Night: Mendes vs Lamas,2015-04-04,"Fairfax, Virginia, USA",,win,Michael Chiesa,Mitch Clarke,Michael Chiesa,Lightweight,f,DEC-Unanimous,3,5:00
3319,UFC Fight Night: Mendes vs Lamas,2015-04-04,"Fairfax, Virginia, USA",,win,Julianna Pena,Milana Dudieva,Julianna Pena,Women's Bantamweight,f,KO/TKO-Elbows,1,3:59
3320,UFC Fight Night: Mendes vs Lamas,2015-04-04,"Fairfax, Virginia, USA",,win,Clay Guida,Robert Peralta,Clay Guida,Featherweight,f,DEC-Unanimous,3,5:00
3321,UFC Fight Night: Mendes vs Lamas,2015-04-04,"Fairfax, Virginia, USA",,win,Dustin Poirier,Diego Ferreira,Dustin Poirier,Lightweight,f,KO/TKO-Punch,1,3:45
3322,UFC Fight Night: Mendes vs Lamas,2015-04-04,"Fairfax, Virginia, USA",,win,Liz Carmouche,Lauren Murphy,Liz Carmouche,Women's Bantamweight,f,DEC-Unanimous,3,5:00
3323,UFC Fight Night: Mendes vs Lamas,2015-04-04,"Fairfax, Virginia, USA",,win,Alexander Yakovlev,Gray Maynard,Alexander Yakovlev,Lightweight,f,DEC-Unanimous,3,5:00
3324,UFC Fight Night: Mendes vs Lamas,2015-04-04,"Fairfax, Virginia, USA",,win,Tim Johnson,Shamil Abdurakhimov,Tim Johnson,Heavyweight,f,KO/TKO-Punches,1,4:57
3325,UFC Fight Night: Mendes vs Lamas,2015-04-04,"Fairfax, Virginia, USA",,win,Ron Stallings,Justin Jones,Ron Stallings,Middleweight,f,DEC-Unanimous,3,5:00
3326,UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,"Krakow, Poland",10000,win,Mirko Cro Cop,Gabriel Gonzaga,Mirko Cro Cop,Heavyweight,f,KO/TKO-Elbows,3,3:30
3327,UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,"Krakow, Poland",10000,win,Jimi Manuwa,Jan Blachowicz,Jimi Manuwa,Light Heavyweight,f,DEC-Unanimous,3,5:00
3328,UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,"Krakow, Poland",10000,win,Pawel Pawlak,Sheldon Westcott,Pawel Pawlak,Welterweight,f,DEC-Unanimous,3,5:00
3329,UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,"Krakow, Poland",10000,win,Maryna Moroz,Joanne Calderwood,Maryna Moroz,Women's Strawweight,f,SUB-Armbar,1,1:30
3330,UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,"Krakow, Poland",10000,win,Leon Edwards,Seth Baczynski,Leon Edwards,Welterweight,f,KO/TKO-Punch,1,0:08
3331,UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,"Krakow, Poland",10000,win,Bartosz Fabinski,Garreth McLellan,Bartosz Fabinski,Middleweight,f,DEC-Unanimous,3,5:00
3332,UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,"Krakow, Poland",10000,win,Sergio Moraes,Mickael Lebout,Sergio Moraes,Welterweight,f,DEC-Unanimous,3,5:00
3333,UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,"Krakow, Poland",10000,win,Yaotzin Meza,Damian Stasiak,Yaotzin Meza,Featherweight,f,DEC-Unanimous,3,5:00
3335,UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,"Krakow, Poland",10000,win,Alexandra Albu,Izabela Badurek,Alexandra Albu,Women's Strawweight,f,SUB-Guillotine Choke,2,3:34
3336,UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,"Krakow, Poland",10000,win,Stevie Ray,Marcin Bandel,Stevie Ray,Lightweight,f,KO/TKO-Punches,2,1:35
3337,UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,"Krakow, Poland",10000,win,Taylor Lapilus,Rocky Lee,Taylor Lapilus,Featherweight,f,DEC-Unanimous,3,5:00
3338,UFC Fight Night: Machida vs Rockhold,2015-04-18,"Newark, New Jersey, USA",13306,win,Luke Rockhold,Lyoto Machida,Luke Rockhold,Middleweight,f,SUB-Rear Naked Choke,2,2:31
3339,UFC Fight Night: Machida vs Rockhold,2015-04-18,"Newark, New Jersey, USA",13306,win,Jacare Souza,Chris Camozzi,Jacare Souza,Middleweight,f,SUB-Armbar,1,2:33
3340,UFC Fight Night: Machida vs Rockhold,2015-04-18,"Newark, New Jersey, USA",13306,win,Max Holloway,Cub Swanson,Max Holloway,Featherweight,f,SUB-Guillotine Choke,3,3:58
3341,UFC Fight Night: Machida vs Rockhold,2015-04-18,"Newark, New Jersey, USA",13306,win,Paige VanZant,Felice Herrig,Paige VanZant,Women's Strawweight,f,DEC-Unanimous,3,5:00
3342,UFC Fight Night: Machida vs Rockhold,2015-04-18,"Newark, New Jersey, USA",13306,win,Beneil Dariush,Jim Miller,Beneil Dariush,Lightweight,f,DEC-Unanimous,3,5:00
3343,UFC Fight Night: Machida vs Rockhold,2015-04-18,"Newark, New Jersey, USA",13306,win,Ovince Saint Preux,Patrick Cummins,Ovince Saint Preux,Light Heavyweight,f,KO/TKO-Punch,1,4:54
3344,UFC Fight Night: Machida vs Rockhold,2015-04-18,"Newark, New Jersey, USA",13306,win,Gian Villante,Corey Anderson,Gian Villante,Light Heavyweight,f,KO/TKO-Punch,3,4:18
3345,UFC Fight Night: Machida vs Rockhold,2015-04-18,"Newark, New Jersey, USA",13306,win,Aljamain Sterling,Takeya Mizugaki,Aljamain Sterling,Bantamweight,f,SUB-Arm Triangle,3,2:11
3346,UFC Fight Night: Machida vs Rockhold,2015-04-18,"Newark, New Jersey, USA",13306,win,Tim Means,George Sullivan,Tim Means,Welterweight,f,SUB-Arm Triangle,3,3:41
3347,UFC Fight Night: Machida vs Rockhold,2015-04-18,"Newark, New Jersey, USA",13306,win,Diego Brandao,Jimy Hettes,Diego Brandao,Featherweight,f,KO/TKO,1,5:00
3348,UFC Fight Night: Machida vs Rockhold,2015-04-18,"Newark, New Jersey, USA",13306,win,Chris Dempsey,Eddie Gordon,Chris Dempsey,Middleweight,f,DEC-Split,3,5:00
3349,UFC 186: Johnson vs Horiguchi,2015-04-25,"Montreal, Quebec, Canada",10154,win,Demetrious Johnson,Kyoji Horiguchi,Demetrious Johnson,Flyweight,t,SUB-Armbar,5,4:59
